iter	RMSE
188	1.158735499
189	1.158012331
190	1.157373628
191	1.15687435
192	1.156428725
193	1.155997895
194	1.155685491
195	1.155375037
196	1.154785895
197	1.153968809
198	1.153034568
199	1.152683402
200	1.152219257
201	1.151741104
202	1.151147582
203	1.150836637
204	1.149983705
205	1.149203656
206	1.14877457
207	1.148350881
208	1.148206349
209	1.147578399
210	1.146825614
211	1.146475336
212	1.145866997
213	1.14519744
214	1.144619897
215	1.144251918
216	1.143502798
217	1.143085669
218	1.142688291
219	1.142516066
220	1.141822286
221	1.141079487
222	1.140749733
223	1.140177929
224	1.139833507
225	1.139204891
226	1.138646525
227	1.137985585
228	1.137040492
229	1.136744664
230	1.136128658
231	1.135680241
232	1.135187607
233	1.134348248
234	1.133833979
235	1.133236868
236	1.132762922
237	1.132297867
238	1.131913943
239	1.131690592
240	1.131227783
241	1.130646528
242	1.129815632
243	1.129161748
244	1.128322711
245	1.127927938
246	1.127381995
247	1.126970569
248	1.126448373
249	1.126208001
250	1.126071566
251	1.125380284
252	1.12495653
253	1.124366646
254	1.123795592
255	1.123234532
256	1.122569829
257	1.122006119
258	1.121523617
259	1.12092827
260	1.120515816
261	1.120266619
262	1.119691093
263	1.119233912
264	1.118560394
265	1.11773482
266	1.117128675
267	1.116681077
268	1.11616939
269	1.115889438
270	1.1152028
271	1.114562638
272	1.113950842
273	1.113380877
274	1.112751178
275	1.112357841
276	1.111928447
277	1.111516196
278	1.111083987
279	1.110420918
280	1.109761098
281	1.109156251
282	1.108507394
283	1.10801811
284	1.107419656
285	1.106812895
286	1.106228599
287	1.105748125
288	1.105090134
289	1.104503847
290	1.103931185
291	1.103381522
292	1.1027787
293	1.10224412
294	1.101894487
295	1.101099057
296	1.100772651
297	1.100467815
298	1.100116606
299	1.099519749
300	1.098949294
301	1.098439589
302	1.097659326
303	1.096939784
304	1.096569795
305	1.095998692
306	1.095713297
307	1.095605664
308	1.0952691
309	1.094767231
310	1.094301972
311	1.093756445
312	1.092977331
313	1.092797096
314	1.092267201
315	1.091866072
316	1.09136944
317	1.091219388
318	1.090592149
319	1.09043081
320	1.090088486
321	1.089461499
322	1.089032017
323	1.08876808
324	1.088485158
325	1.088016191
326	1.087648146
327	1.087077994
328	1.086627197
329	1.086225183
330	1.08567989
331	1.085197208
332	1.084841099
333	1.084409858
334	1.083988988
335	1.083433913
336	1.082853943
337	1.082625871
338	1.082336807
339	1.081986128
340	1.081761483
341	1.081598377
342	1.080985582
343	1.080236968
344	1.0799172
345	1.07953611
346	1.079030275
347	1.078518618
348	1.078042134
349	1.077642499
350	1.077291378
351	1.076976017
352	1.076803544
353	1.076538354
354	1.076184605
355	1.075812997
356	1.075162481
357	1.074983654
358	1.074351581
359	1.073956755
360	1.073445978
361	1.073195729
362	1.072601699
363	1.072095988
364	1.071931629
365	1.071639287
366	1.071192504
367	1.070900135
368	1.070442876
369	1.0699727
370	1.069813749
371	1.069513935
372	1.069029125
373	1.068613214
374	1.067820442
375	1.067367412
376	1.06702353
377	1.066385351
378	1.065403409
379	1.064930033
380	1.064322651
381	1.06374904
382	1.063543891
383	1.063065913
384	1.062622094
385	1.061993439
386	1.061382751
387	1.060966939
388	1.060618879
389	1.060188924
390	1.059888501
391	1.059640949
392	1.059110218
393	1.058575173
394	1.058252655
395	1.057777769
396	1.057456923
397	1.057059461
398	1.056542595
399	1.056160819
400	1.05569665
401	1.055353386
402	1.055107096
403	1.054819411
404	1.054505233
405	1.054127145
406	1.053808686
407	1.053418005
408	1.053180012
409	1.052976382
410	1.052471003
411	1.052089158
412	1.05175881
413	1.051212842
414	1.05100044
415	1.050794493
416	1.050284436
417	1.049949478
418	1.049798565
419	1.0493968
420	1.048988387
421	1.048838758
422	1.048620933
423	1.047760924
424	1.047591498
425	1.046876537
426	1.0463735
427	1.045770066
428	1.045368276
429	1.0451582
430	1.044903454
431	1.044556145
432	1.044049149
433	1.043865795
434	1.04369496
435	1.04320726
436	1.04277494
437	1.042481346
438	1.042043806
439	1.04153833
440	1.041233039
441	1.04078261
442	1.040423519
443	1.040015783
444	1.039531492
445	1.039099227
446	1.038828732
447	1.038396328
448	1.038145386
449	1.037795993
450	1.037375774
451	1.037079499
452	1.036731644
453	1.036404744
454	1.036067299
455	1.03563408
456	1.035393628
457	1.034973039
458	1.034654949
459	1.034404681
460	1.033891381
461	1.03350491
462	1.03309456
463	1.032646358
464	1.032447553
465	1.032031512
466	1.031915098
467	1.031494764
468	1.031131933
469	1.030977411
470	1.030672355
471	1.030222255
472	1.030010714
473	1.029774314
474	1.029368987
475	1.029019022
476	1.028631544
477	1.027995839
478	1.027760799
479	1.027404415
480	1.027129924
481	1.026937592
482	1.026563676
483	1.026080331
484	1.025687548
485	1.025375282
486	1.024989459
487	1.024796843
488	1.024277956
489	1.023982495
490	1.023316816
491	1.023093043
492	1.022864598
493	1.022510847
494	1.02215693
495	1.021710689
496	1.021573544
497	1.021320121
498	1.021051114
499	1.020579368
500	1.020081708
501	1.019914305
502	1.019269354
503	1.018948555
504	1.018815729
505	1.018520187
506	1.018168437
507	1.017737531
508	1.017375397
509	1.016977094
510	1.016639323
511	1.016184683
512	1.015571473
513	1.015209109
514	1.014767347
515	1.014321517
516	1.014033187
517	1.01381014
518	1.0134141
519	1.013056276
520	1.012817689
521	1.012207198
522	1.011707234
523	1.011249927
524	1.010993768
525	1.010387338
526	1.009966121
527	1.009481682
528	1.009349801
529	1.009090405
530	1.008754037
531	1.008375985
532	1.008251564
533	1.007944728
534	1.007416863
535	1.007124496
536	1.00700307
537	1.006568333
538	1.006281851
539	1.005803146
540	1.005679722
541	1.005263095
542	1.004855245
543	1.004481795
544	1.004096918
545	1.003722829
546	1.003273228
547	1.002784514
548	1.002399557
549	1.00226962
550	1.001882144
551	1.001500417
552	1.000867149
553	1.000477108
554	1.000077181
555	0.9996882034
556	0.9991018637
557	0.9987616945
558	0.9986138426
559	0.9981751831
560	0.9977234178
561	0.9974137502
562	0.9968666773
563	0.9967789069
564	0.9963474823
565	0.9959770103
566	0.9954264642
567	0.9952713501
568	0.9949806914
569	0.9945842344
570	0.9944669479
571	0.994344542
572	0.9941432903
573	0.9937723784
574	0.9932447428
575	0.9927444932
576	0.9923048222
577	0.9920362992
578	0.9916633082
579	0.9913841564
580	0.9911604559
581	0.9909399586
582	0.9904096392
583	0.9899377615
584	0.9895784693
585	0.9893190787
586	0.9888922528
587	0.9885060467
588	0.9882982255
589	0.9880495891
590	0.9876008644
591	0.9873180623
592	0.9870224241
593	0.986758114
594	0.9865738032
595	0.9860875394
596	0.9857483949
597	0.9855030911
598	0.9850830702
599	0.984911737
600	0.9846494177
601	0.9843251625
602	0.9840655294
603	0.9837017407
604	0.9836159003
605	0.9835611404
606	0.983269901
607	0.9829357351
608	0.9826618579
609	0.9824143806
610	0.9821014503
611	0.9818785474
612	0.9814501351
613	0.9809326518
614	0.980567938
615	0.9802903549
616	0.9797350761
617	0.9793746878
618	0.9791409571
619	0.9789834132
620	0.9786999811
621	0.9782369946
622	0.9778103725
623	0.9774063149
624	0.9771735659
625	0.976761204
626	0.9765143103
627	0.9763321216
628	0.9759602697
629	0.9755355142
630	0.9752756654
631	0.9748950081
632	0.9745993417
633	0.9741419157
634	0.9738496955
635	0.9737345247
636	0.9734612399
637	0.9731187554
638	0.9727914424
639	0.9724948406
640	0.9724204829
641	0.972209624
642	0.9719656041
643	0.9716439952
644	0.9713395558
645	0.9709001649
646	0.9703714693
647	0.9701256162
648	0.9699225631
649	0.9696542163
650	0.9692249396
651	0.9689205031
652	0.9687523681
653	0.9684684983
654	0.9679660811
655	0.9676120527
656	0.9674807389
657	0.96717347
658	0.9668765365
659	0.9666901664
660	0.9663646736
661	0.9662828565
662	0.9657379773
663	0.9654489807
664	0.9650625483
665	0.9647565275
666	0.9643058811
667	0.9641061207
668	0.9638701366
669	0.9636380221
670	0.9632610648
671	0.9630206344
672	0.9628392663
673	0.9626745241
674	0.9623164567
675	0.9620831817
676	0.9617166549
677	0.9614491768
678	0.9611319208
679	0.9609325528
680	0.9606171266
681	0.960335949
682	0.9600426988
683	0.9599219672
684	0.9595693526
685	0.9594524168
686	0.9594129996
687	0.9590813776
688	0.9588402884
689	0.9587191974
690	0.9583844967
691	0.9581589368
692	0.9580074386
693	0.9574316743
694	0.9570835795
695	0.9568071992
696	0.9566095088
697	0.9562028414
698	0.9559664432
699	0.9556308409
700	0.9554699672
701	0.9552947817
702	0.9551217329
703	0.9547186179
704	0.9544596354
705	0.9540497405
706	0.9537735241
707	0.9534751191
708	0.9531277182
709	0.9530084811
710	0.9526311622
711	0.95237187
712	0.9520276023
713	0.9519340282
714	0.9516552038
715	0.9512801055
716	0.9510053766
717	0.9506842427
718	0.9502908664
719	0.9499424034
720	0.9496353827
721	0.9492734931
722	0.9489851695
723	0.9485397856
724	0.9483272418
725	0.9480428544
726	0.9477065306
727	0.9475787056
728	0.94735636
729	0.9470157254
730	0.9469300363
731	0.9468853018
732	0.9467626923
733	0.9464549803
734	0.9461607095
735	0.9459090173
736	0.9457114688
737	0.9454158498
738	0.9450083424
739	0.9447739016
740	0.9444529099
741	0.9443256915
742	0.9440708056
743	0.9437060608
744	0.9435371715
745	0.9431851187
746	0.9428243343
747	0.9427046573
748	0.9424576161
749	0.9421788416
750	0.941786696
751	0.9417105243
752	0.9413896312
753	0.9410267333
754	0.940776137
755	0.9405227461
756	0.9404249829
757	0.940123913
758	0.9399600222
759	0.9397226041
760	0.9393615537
761	0.9390073351
762	0.9388779855
763	0.9387125729
764	0.9384770459
765	0.9379690983
766	0.9377950153
767	0.9375370892
768	0.9371974223
769	0.936929321
770	0.9365937547
771	0.9363955258
772	0.9360437485
773	0.9359259156
774	0.9357829163
775	0.9355017846
776	0.9351162703
777	0.9348647446
778	0.9347792243
779	0.9344003721
780	0.9341208193
781	0.9338034079
782	0.9335777281
783	0.9333027352
784	0.9330269713
785	0.9327199558
786	0.9324795949
787	0.9322272364
788	0.931719666
789	0.9315005856
790	0.9311933866
791	0.9308015405
792	0.9306679395
793	0.930484182
794	0.9302785881
795	0.9299310537
796	0.9296585621
797	0.9294540653
798	0.9291757361
799	0.9289005228
800	0.9285312984
801	0.92837227
802	0.9279622107
803	0.9277478627
804	0.9275361682
805	0.927266113
806	0.927004185
807	0.9267592356
808	0.9265955096
809	0.9262676018
810	0.925924994
811	0.9255873643
812	0.9251987601
813	0.9249248145
814	0.9246591923
815	0.9243136635
816	0.9240803047
817	0.9239715897
818	0.9235978406
819	0.9232116122
820	0.9229808688
821	0.922736423
822	0.9225633463
823	0.9223545553
824	0.9220612321
825	0.9218047069
826	0.9213549951
827	0.9211693516
828	0.9207405872
829	0.9205053884
830	0.9201760999
831	0.9199774889
832	0.9197371579
833	0.9194538356
834	0.9191139987
835	0.9189734537
836	0.918802351
837	0.9185329451
838	0.9184469961
839	0.9181449365
840	0.9179097297
841	0.9175553272
842	0.9172102143
843	0.9170180093
844	0.9166854137
845	0.9164632435
846	0.9160054582
847	0.9156865983
848	0.9152873303
849	0.914952641
850	0.9148247941
851	0.9145204262
852	0.9142007448
853	0.9139147015
854	0.9135844022
855	0.9131652291
856	0.9129906809
857	0.9126909879
858	0.9123924532
859	0.9121218434
860	0.9117848343
861	0.9115245649
862	0.9113937912
863	0.9109262281
864	0.910704902
865	0.9103817446
866	0.9101172569
867	0.9099335105
868	0.9093630533
869	0.9089407001
870	0.9088745882
871	0.9088513884
872	0.9083453603
873	0.9078882246
874	0.9075920275
875	0.9073459765
876	0.9072913208
877	0.9069545721
878	0.9066666282
879	0.9064298802
880	0.9062427321
881	0.9056505029
882	0.905258402
883	0.905060795
884	0.9049146467
885	0.9046450178
886	0.9041464663
887	0.9039077582
888	0.9036622483
889	0.9034596126
890	0.9031583139
891	0.9030419196
892	0.902812981
893	0.9026343364
894	0.9024133156
895	0.9021923271
896	0.9021014681
897	0.9017502431
898	0.9016269864
899	0.9013493757
900	0.9011786068
901	0.9007957214
902	0.9005776453
903	0.9002309227
904	0.8998278869
905	0.8995896244
906	0.8994309414
907	0.899145108
908	0.8987640053
909	0.898512945
910	0.8983742277
911	0.8981657566
912	0.8980112751
913	0.8977728059
914	0.8976192428
915	0.897230886
916	0.8968993784
917	0.896646459
918	0.8961212681
919	0.8958486164
920	0.8954783925
921	0.8952065196
922	0.8948398884
923	0.8945094409
924	0.8944082717
925	0.8940872789
926	0.8939876999
927	0.8937981744
928	0.8934013576
929	0.8932030257
930	0.8929043464
931	0.8926358633
932	0.8923022584
933	0.8921955946
934	0.8919028996
935	0.8914526648
936	0.8911736091
937	0.8910943445
938	0.8909779163
939	0.890703434
940	0.8903607438
941	0.8902383042
942	0.8900435022
943	0.8898019855
944	0.8896072707
945	0.8894251402
946	0.8890991093
947	0.888864667
948	0.8885954718
949	0.8884722754
950	0.8883306312
951	0.8881259217
952	0.8878973506
953	0.8877818044
954	0.8876792618
955	0.8874488834
956	0.8872461673
957	0.8870253504
958	0.8868323437
959	0.8865275495
960	0.8862680345
961	0.8860741659
962	0.8858738881
963	0.8856910284
964	0.885547994
965	0.8851936955
966	0.8847893665
967	0.8845615169
968	0.8841474324
969	0.8838199249
970	0.8837001929
971	0.8833869056
972	0.8831264957
973	0.8828995614
974	0.8825616255
975	0.8820660188
976	0.8817383463
977	0.8813317452
978	0.8812034726
979	0.8809542808
980	0.8807619701
981	0.8805345054
982	0.8802783712
983	0.8801824771
984	0.8799264651
985	0.8797554017
986	0.8795300316
987	0.8793223321
988	0.8790851396
989	0.878861638
990	0.8785598096
991	0.8782362766
992	0.8780292681
993	0.8777126806
994	0.8774911311
995	0.8774282098
996	0.8771965928
997	0.8769848996
998	0.8768967346
999	0.8767582708
